epoch,loss,val_loss
0,0.038893181219,0.0190936682235
1,0.0292751640715,0.018417142244
2,0.024606871744,0.0184742450429
3,0.0232066568243,0.0190595877614
4,0.0220683230513,0.0192308748984
5,0.0226015231239,0.0196054828891
6,0.020198832642,0.018117151061
7,0.0212664604551,0.0199562771687
8,0.0209442708555,0.0195904487947
9,0.0203303457278,0.0179858904898
